Timecode,BlendshapeCount,EyeBlinkLeft,EyeLookDownLeft,EyeLookInLeft,EyeLookOutLeft,EyeLookUpLeft,EyeSquintLeft,EyeWideLeft,EyeBlinkRight,EyeLookDownRight,EyeLookInRight,EyeLookOutRight,EyeLookUpRight,EyeSquintRight,EyeWideRight,JawForward,JawRight,JawLeft,JawOpen,MouthClose,MouthFunnel,MouthPucker,MouthRight,MouthLeft,MouthSmileLeft,MouthSmileRight,MouthFrownLeft,MouthFrownRight,MouthDimpleLeft,MouthDimpleRight,MouthStretchLeft,MouthStretchRight,MouthRollLower,MouthRollUpper,MouthShrugLower,MouthShrugUpper,MouthPressLeft,MouthPressRight,MouthLowerDownLeft,MouthLowerDownRight,MouthUpperUpLeft,MouthUpperUpRight,BrowDownLeft,BrowDownRight,BrowInnerUp,BrowOuterUpLeft,BrowOuterUpRight,CheekPuff,CheekSquintLeft,CheekSquintRight,NoseSneerLeft,NoseSneerRight,TongueOut,HeadYaw,HeadPitch,HeadRoll,LeftEyeYaw,LeftEyePitch,LeftEyeRoll,RightEyeYaw,RightEyePitch,RightEyeRoll
11:25:26:45.051,61,0.0591258481,0.1765728742,0.0161675643,0.0000000000,0.0000000000,0.0760018751,0.0000000000,0.0593451075,0.1760928780,0.1021342874,0.0000000000,0.0000000000,0.0760832876,0.0000000000,0.0474084094,0.0000000000,0.0337013416,0.0967093930,0.0333928093,0.0998280197,0.0311802551,0.0089583797,0.0000000000,0.3164208233,0.3367961645,0.0000000000,0.0000000000,0.0476336107,0.0501624048,0.1358315051,0.1367314160,0.0306245312,0.0182946194,0.0580145158,0.0536506064,0.0372857451,0.0369422175,0.5322672725,0.5327236056,0.2627555430,0.2673078179,0.0919156820,0.0921936035,0.0954319164,0.0000000000,0.0000000000,0.0078996187,0.1280109137,0.1482059956,0.2563547790,0.2643431723,0.0000000005,0.0052420166,-0.1054469571,0.0054492359,-0.0620292164,0.1077771112,-0.0067069312,0.0098188054,0.1078674570,0.0010632392
11:25:26:46.052,61,0.0598712042,0.1756220460,0.0169104859,0.0000000000,0.0000000000,0.0758890361,0.0000000000,0.0600981899,0.1751498133,0.1013585329,0.0000000000,0.0000000000,0.0759709701,0.0000000000,0.0470689610,0.0000000000,0.0334940664,0.0958878472,0.0331737623,0.1001821756,0.0310391113,0.0091347219,0.0000000000,0.3159180582,0.3365264833,0.0000000000,0.0000000000,0.0474756062,0.0499964468,0.1357316971,0.1365524828,0.0306073669,0.0182290655,0.0581692234,0.0537398756,0.0373381190,0.0370295532,0.5321363807,0.5325152874,0.2646880746,0.2697367072,0.0922498852,0.0925335139,0.0953996778,0.0000000000,0.0000000000,0.0079245185,0.1276184916,0.1477912366,0.2567139566,0.2648679912,0.0000000004,0.0054636747,-0.1062688902,0.0057977219,-0.0615619048,0.1071967855,-0.0066203522,0.0102706384,0.1072870791,0.0011061343
11:25:26:47.054,61,0.0601430237,0.1743051261,0.0179700777,0.0000000000,0.0000000000,0.0758640394,0.0000000000,0.0603750683,0.1738436371,0.1002817526,0.0000000000,0.0000000000,0.0759463981,0.0000000000,0.0467930213,0.0000000000,0.0332670622,0.0952598378,0.0329269916,0.1007390767,0.0309385657,0.0092875697,0.0000000000,0.3153689802,0.3361976445,0.0000000000,0.0000000000,0.0473031923,0.0498158522,0.1358662397,0.1366088986,0.0305466745,0.0181350205,0.0583605580,0.0538855195,0.0374004804,0.0371259078,0.5323546529,0.5326263905,0.2678617239,0.2728421688,0.0923473090,0.0926363990,0.0954159722,0.0000000000,0.0000000000,0.0079647778,0.1273470074,0.1475060135,0.2570590675,0.2653384507,0.0000000005,0.0049552661,-0.1067345589,0.0059404327,-0.0609131157,0.1063930988,-0.0065011852,0.0109151276,0.1064833105,0.0011666681
11:25:26:48.055,61,0.0596117489,0.1693149209,0.0187608805,0.0000000000,0.0000000000,0.0760395676,0.0000000000,0.0598491132,0.1688687652,0.0994723514,0.0000000000,0.0000000000,0.0761222392,0.0000000000,0.0465832911,0.0000000000,0.0330070667,0.0951219127,0.0327551179,0.1012021452,0.0308587309,0.0092872744,0.0000000000,0.3107216060,0.3350541592,0.0000000000,0.0000000000,0.0471198820,0.0496372283,0.1359511912,0.1366135776,0.0305132847,0.0180690549,0.0584933013,0.0539865121,0.0374060087,0.0371740088,0.5326201320,0.5328124166,0.2691018879,0.2742488384,0.0934255123,0.0937324017,0.0952901021,0.0000000000,0.0000000000,0.0079894122,0.1271113753,0.1473086774,0.2572252154,0.2656582594,0.0000000007,0.0045200670,-0.1057694033,0.0071152770,-0.0604407936,0.1033454463,-0.0062647159,0.0113991247,0.1034353673,0.0011832692
11:25:26:49.057,61,0.0069440426,0.1567753255,0.0188941881,0.0000000000,0.0000000000,0.0776261538,0.0000000000,0.0069719665,0.1563534737,0.0992821380,0.0000000000,0.0000000000,0.0777166039,0.0000000000,0.0464654155,0.0000000000,0.0326132812,0.0952682868,0.0326293185,0.1018610522,0.0307054054,0.0093472181,0.0000000000,0.2982663512,0.3223451078,0.0000000000,0.0000000000,0.0469675325,0.0494761765,0.1379200816,0.1380442977,0.0304743685,0.0179976411,0.0585658774,0.0540524386,0.0373294689,0.0371427946,0.5331304073,0.5330393910,0.2696834803,0.2747878730,0.0982888415,0.0986043513,0.0944953710,0.0000000000,0.0000000000,0.0080181137,0.1271957606,0.1475044787,0.2568333447,0.2653182447,0.0000000007,0.0039559077,-0.1059143767,0.0076196464,-0.0603712611,0.0956857577,-0.0057907808,0.0114889117,0.0957749337,0.0011037019
11:25:26:50.059,61,0.0000000000,0.1391241550,0.0195371173,0.0000000000,0.0000000000,0.0815932825,0.0398823097,0.0000000000,0.1387391537,0.0985526368,0.0000000000,0.0000000000,0.0817041770,0.0397402793,0.0464336015,0.0000000000,0.0321311280,0.0961856395,0.0325555652,0.1036488190,0.0304806065,0.0093909707,0.0000000000,0.2940721810,0.3184504807,0.0000000000,0.0000000000,0.0469023846,0.0493947528,0.1445194632,0.1437724531,0.0304371305,0.0178973861,0.0586501434,0.0541612022,0.0371800289,0.0370469987,0.5335921645,0.5330612659,0.2697960436,0.2747517824,0.1090182140,0.1093673930,0.0916283205,0.0000000000,0.0000000000,0.0080489302,0.1278813630,0.1499619931,0.2543148994,0.2625558972,0.0000000008,0.0036601133,-0.1060427874,0.0077166627,-0.0599860512,0.0849040076,-0.0051022242,0.0118914703,0.0849921480,0.0010130982
11:25:26:51.060,61,0.0000000000,0.1316642910,0.0193054210,0.0000000000,0.0000000000,0.0862386748,0.0863432810,0.0000000000,0.1312917024,0.0987424403,0.0000000000,0.0000000000,0.0863668770,0.0861421153,0.0465161428,0.0000000000,0.0317030773,0.1005290076,0.0325145721,0.1057084650,0.0303112362,0.0095556527,0.0000000000,0.2911398113,0.3134955168,0.0000000000,0.0000000000,0.0468463860,0.0492930599,0.1501177251,0.1492290199,0.0304049421,0.0177609138,0.0588856861,0.0544524640,0.0370139778,0.0369342752,0.5350504518,0.5332771540,0.2702322602,0.2748649120,0.1127971262,0.1131488085,0.0894653648,0.0000000000,0.0000000000,0.0080837375,0.1288338751,0.1518605798,0.2520209849,0.2594610155,0.0000000008,0.0037090178,-0.1074968204,0.0083671166,-0.0601242073,0.0803470388,-0.0048382697,0.0117548881,0.0804347172,0.0009475233
11:25:26:52.062,61,0.0000000000,0.1286169142,0.0202718507,0.0000000000,0.0000000000,0.0893102810,0.1251798719,0.0000000000,0.1282547414,0.0978760570,0.0000000000,0.0000000000,0.0894477144,0.1249603331,0.0467359014,0.0000000000,0.0311820116,0.1087813973,0.0325758792,0.1074797511,0.0301583540,0.0096789934,0.0000000000,0.2822660804,0.3043043613,0.0000000000,0.0000000000,0.0468538404,0.0492555648,0.1588170379,0.1573063880,0.0304160509,0.0176451355,0.0591348149,0.0547490567,0.0368491672,0.0368240476,0.5374358892,0.5336837173,0.2703446448,0.2746855617,0.1149565205,0.1153052151,0.0878253505,0.0000000000,0.0000000000,0.0081130071,0.1295470893,0.1530528218,0.2500620782,0.2574518919,0.0000000006,0.0036189081,-0.1094544902,0.0082855374,-0.0596054718,0.0784860402,-0.0046850173,0.0123451669,0.0785736069,0.0009719805
11:25:26:53.064,61,0.0000000000,0.1242402419,0.0177977812,0.0000000000,0.0000000000,0.0924322680,0.1563924700,0.0000000000,0.1238723397,0.1003587544,0.0000000000,0.0000000000,0.0925798118,0.1561549902,0.0472585894,0.0000000000,0.0307638124,0.1296347529,0.0328098796,0.1151876301,0.0301724225,0.0096565858,0.0000000000,0.2571142316,0.2855504751,0.0000000000,0.0000000000,0.0469822586,0.0493288897,0.1677517444,0.1658079028,0.0304790214,0.0175857134,0.0594713986,0.0551430881,0.0367467739,0.0367715545,0.5382328629,0.5337787867,0.2697521150,0.2740737796,0.1161151528,0.1164617240,0.0867731422,0.0000000000,0.0000000000,0.0081547219,0.1302581280,0.1548456252,0.2458063364,0.2537423074,0.0000000005,0.0038129156,-0.1109252423,0.0082158782,-0.0611300282,0.0758111775,-0.0046403143,0.0108407503,0.0758985206,0.0008243641
11:25:26:54.066,61,0.0000000000,0.1169436201,0.0159836933,0.0000000000,0.0000000000,0.0949962214,0.1781516671,0.0000000000,0.1165797189,0.1022653878,0.0000000000,0.0000000000,0.0951528773,0.1779425442,0.0484425388,0.0000000000,0.0303496774,0.1425581127,0.0332378559,0.1220275238,0.0303078294,0.0096505880,0.0000000000,0.2460097671,0.2720907927,0.0000000000,0.0000000000,0.0472179390,0.0495019145,0.1740004867,0.1718323678,0.0306186005,0.0175983254,0.0598396175,0.0555672869,0.0367052406,0.0367735587,0.5383269787,0.5334466696,0.2638252378,0.2675271034,0.1185481548,0.1188542917,0.0856182501,0.0000000000,0.0000000000,0.0082005383,0.1307977587,0.1558087319,0.2400498092,0.2476977110,0.0000000003,0.0033466027,-0.1128750145,0.0080853757,-0.0623118244,0.0713532120,-0.0044507990,0.0097389789,0.0714401901,0.0006969295
11:25:26:55.067,61,0.0000000000,0.1170752496,0.0151416026,0.0000000000,0.0000000000,0.0964250788,0.1916428208,0.0000000000,0.1167065203,0.1031476781,0.0000000000,0.0000000000,0.0965847075,0.1914704144,0.0499531552,0.0000000000,0.0299265347,0.1567634642,0.0338172093,0.1246964559,0.0305153262,0.0096444068,0.0000000000,0.2400377095,0.2645559013,0.0000000000,0.0000000000,0.0474819131,0.0496989861,0.1805588901,0.1789504588,0.0307866167,0.0176161174,0.0601918586,0.0559402592,0.0366134606,0.0367168933,0.5382344127,0.5330744386,0.2577593625,0.2607560158,0.1197414547,0.1200334802,0.0847800300,0.0000000000,0.0000000000,0.0082225418,0.1310841888,0.1563353986,0.2364997864,0.2432278693,0.0000000001,0.0031000627,-0.1146147922,0.0076636858,-0.0628490597,0.0714332387,-0.0044941739,0.0092258351,0.0715202540,0.0006609519
11:25:26:56.069,61,0.0000000000,0.1141993627,0.0126906661,0.0000000000,0.0000000000,0.0974807590,0.1967290342,0.0000000000,0.1138242036,0.1055877060,0.0000000000,0.0000000000,0.0976432338,0.1965693384,0.0509886481,0.0000000000,0.0294903740,0.1632816195,0.0348878391,0.1269033402,0.0308191571,0.0097229034,0.0000000000,0.2364036739,0.2593085170,0.0000000000,0.0000000000,0.0478111729,0.0499545783,0.1830657721,0.1815256923,0.0309780929,0.0177400019,0.0603932664,0.0561291836,0.0365388207,0.0366699249,0.5321880579,0.5255706310,0.2421266288,0.2444961667,0.1206643954,0.1209461540,0.0841440186,0.0000000000,0.0000000000,0.0082528358,0.1313218325,0.1567410827,0.2321673781,0.2381504625,0.0000000000,0.0027456172,-0.1154514626,0.0072303247,-0.0643437877,0.0696756691,-0.0044873380,0.0077334316,0.0697625354,0.0005403752
11:25:26:57.070,61,0.0000000000,0.1145801619,0.0129513489,0.0000000000,0.0000000000,0.0982117653,0.1979554296,0.0000000000,0.1142055839,0.1053133756,0.0000000000,0.0000000000,0.0983757451,0.1978140473,0.0518448465,0.0000000000,0.0290368106,0.1666855961,0.0359390453,0.1290541738,0.0311657581,0.0097016227,0.0000000000,0.2338394821,0.2565149367,0.0000000000,0.0000000000,0.0481345467,0.0502254665,0.1849550605,0.1833200008,0.0311659649,0.0178498309,0.0606451742,0.0563410409,0.0364634842,0.0366183035,0.5271325111,0.5208835006,0.2371590585,0.2393909246,0.1212926432,0.1215628237,0.0837254226,0.0000000000,0.0000000000,0.0082739638,0.1316473335,0.1572022140,0.2303514332,0.2361076325,0.0000000000,0.0020945352,-0.1164814681,0.0073236129,-0.0641755760,0.0699083582,-0.0044906186,0.0078921570,0.0699952245,0.0005533114
11:25:26:58.072,61,0.0000000000,0.1131875813,0.0133789890,0.0000000000,0.0000000000,0.0991641209,0.1982411444,0.0000000000,0.1128179729,0.1049022228,0.0000000000,0.0000000000,0.0993296281,0.1981063038,0.0532336980,0.0000000000,0.0287845153,0.1698283851,0.0370612256,0.1325840205,0.0315790474,0.0096678529,0.0000000000,0.2277465463,0.2500777543,0.0000000000,0.0000000000,0.0484455563,0.0504714623,0.1858973056,0.1842730194,0.0313714221,0.0180208925,0.0608409122,0.0565248169,0.0364363715,0.0366056636,0.5218385458,0.5161803961,0.2334134728,0.2360774726,0.1217325702,0.1219953001,0.0834143162,0.0000000000,0.0000000000,0.0083121061,0.1319529265,0.1575960666,0.2267187834,0.2322634310,0.0000000000,0.0019971735,-0.1159638464,0.0078603160,-0.0639287978,0.0690578744,-0.0044187782,0.0081532318,0.0691446736,0.0005646464
11:25:26:59.073,61,0.0000000000,0.1068554223,0.0125955986,0.0000000000,0.0000000000,0.1036577523,0.1928733438,0.0000000000,0.1064957008,0.1056350172,0.0000000000,0.0000000000,0.1038354412,0.1927138865,0.0545584932,0.0000000000,0.0286197532,0.1713732779,0.0378400646,0.1342029423,0.0319582000,0.0096898787,0.0000000000,0.2226348668,0.2450690866,0.0000000000,0.0000000000,0.0487293005,0.0506815463,0.1865864098,0.1849154085,0.0315777548,0.0181684513,0.0611012131,0.0567836277,0.0364225991,0.0366133302,0.5197426677,0.5141718984,0.2315935344,0.2343631089,0.1234607920,0.1237202808,0.0831062868,0.0000000000,0.0000000000,0.0083434759,0.1324154884,0.1581195891,0.2250449508,0.2303299457,0.0000000001,0.0016512116,-0.1148380488,0.0085608754,-0.0643920675,0.0651898086,-0.0042007342,0.0076778275,0.0652761906,0.0005018875
11:25:27:00.075,61,0.0000000000,0.1054636762,0.0119175194,0.0000000000,0.0000000000,0.1062007546,0.1889084727,0.0000000000,0.1051039398,0.1062802225,0.0000000000,0.0000000000,0.1063783690,0.1887436509,0.0560077727,0.0000000000,0.0286047794,0.1725618094,0.0384642072,0.1349864751,0.0322679430,0.0097766146,0.0000000000,0.2212013453,0.2434374690,0.0000000000,0.0000000000,0.0490549468,0.0509257093,0.1869477332,0.1852669120,0.0317687765,0.0183340870,0.0612850673,0.0569744669,0.0364609957,0.0366595201,0.5191354156,0.5135538578,0.2306367308,0.2334020138,0.1242476404,0.1245022491,0.0828692839,0.0000000000,0.0000000000,0.0083793532,0.1329460293,0.1585838199,0.2240356654,0.2291810215,0.0000000001,0.0011162399,-0.1144288406,0.0090761194,-0.0647889450,0.0643395260,-0.0041713081,0.0072648963,0.0644258037,0.0004686913
11:25:27:01.077,61,0.0000000000,0.1040498465,0.0118151139,0.0000000000,0.0000000000,0.1074837893,0.1868157536,0.0000000000,0.1036926880,0.1063839346,0.0000000000,0.0000000000,0.1076611355,0.1866466701,0.0569217876,0.0000000000,0.0285348892,0.1731461436,0.0389616676,0.1353895515,0.0325045399,0.0098398263,0.0000000000,0.2203997523,0.2425183058,0.0000000000,0.0000000000,0.0493239015,0.0511287302,0.1873137057,0.1856212765,0.0319825225,0.0184607841,0.0615200736,0.0572089665,0.0364910401,0.0367042534,0.5190088153,0.5133609176,0.2303179353,0.2330789864,0.1248603761,0.1251123101,0.0825507045,0.0000000000,0.0000000000,0.0084058773,0.1333135068,0.1588908434,0.2232959270,0.2283875793,0.0000000001,0.0008416655,-0.1136274561,0.0100197280,-0.0648557320,0.0634758919,-0.0041194013,0.0072028683,0.0635620952,0.0004584430
11:25:27:02.078,61,0.0000000000,0.1009337530,0.0107173314,0.0000000000,0.0000000000,0.1085180417,0.1849964559,0.0000000000,0.1005786657,0.1074426845,0.0000000000,0.0000000000,0.1086950526,0.1848139316,0.0576909333,0.0000000000,0.0285026506,0.1735105366,0.0393756777,0.1353622675,0.0326358974,0.0099848192,0.0000000000,0.2200206667,0.2419043332,0.0000000000,0.0000000000,0.0495919548,0.0513278283,0.1878445297,0.1861330867,0.0321968608,0.0185726006,0.0617166348,0.0573898219,0.0364937149,0.0367249399,0.5200971961,0.5136734247,0.2301342636,0.2327938378,0.1254219413,0.1256753057,0.0821704268,0.0000000000,0.0000000000,0.0084157744,0.1335375458,0.1590300351,0.2226298302,0.2276638299,0.0000000002,0.0008917139,-0.1136014238,0.0106630456,-0.0655089915,0.0615722500,-0.0040357313,0.0065344055,0.0616582409,0.0004034084
11:25:27:03.080,61,0.0000000000,0.0959598199,0.0115938988,0.0000000000,0.0000000000,0.1099011227,0.1863033324,0.0000000000,0.0956194699,0.1065620258,0.0000000000,0.0000000000,0.1100784689,0.1861023605,0.0584508255,0.0000000000,0.0284229293,0.1737353504,0.0396761447,0.1350805759,0.0326458327,0.0101516331,0.0000000000,0.2202607989,0.2419256270,0.0000000000,0.0000000000,0.0498876423,0.0515587851,0.1884740591,0.1867346615,0.0323564038,0.0186998248,0.0617530495,0.0574066080,0.0365175270,0.0367637537,0.5331091881,0.5241029859,0.2299048454,0.2324069440,0.1260913014,0.1263460815,0.0816671327,0.0000000000,0.0000000000,0.0084287710,0.1336552501,0.1590516865,0.2219434083,0.2269108444,0.0000000004,0.0009896720,-0.1134906262,0.0107781589,-0.0649838597,0.0585343018,-0.0038054374,0.0070701451,0.0586199872,0.0004149237
11:25:27:04.081,61,0.0000000000,0.0920385867,0.0126221320,0.0000000000,0.0000000000,0.1108808592,0.1957316101,0.0000000000,0.0917110592,0.1055077314,0.0000000000,0.0000000000,0.1110573336,0.1955152899,0.0590921454,0.0000000000,0.0283484608,0.1742590964,0.0400265567,0.1350587159,0.0326907523,0.0101917181,0.0000000000,0.2203937173,0.2420457006,0.0000000000,0.0000000000,0.0501794741,0.0517953113,0.1901953518,0.1886437237,0.0325206555,0.0187998749,0.0618602857,0.0574743152,0.0365195759,0.0367758572,0.5360657573,0.5264412165,0.2294631749,0.2318882942,0.1262392253,0.1264960319,0.0813397020,0.0000000000,0.0000000000,0.0084390230,0.1338840574,0.1592667401,0.2207908779,0.2256699502,0.0000000004,0.0020469208,-0.1138166264,0.0109830853,-0.0643497333,0.0561394058,-0.0036138457,0.0076982384,0.0562248416,0.0004332846
11:25:27:05.083,61,0.0000000000,0.0953658223,0.0126731386,0.0000000000,0.0000000000,0.1111718565,0.1984643936,0.0000000000,0.0950312540,0.1054897532,0.0000000000,0.0000000000,0.1113478243,0.1982468814,0.0594622642,0.0000000000,0.0281035025,0.1745124459,0.0403457843,0.1351100057,0.0327734016,0.0101189334,0.0000000000,0.2208423913,0.2435831130,0.0000000000,0.0000000000,0.0504227169,0.0520181507,0.1910950840,0.1895644367,0.0326582640,0.0188315418,0.0620868094,0.0576602481,0.0364831202,0.0367473066,0.5262001157,0.5204221606,0.2292851508,0.2317749709,0.1262534410,0.1265064478,0.0810910836,0.0000000000,0.0000000000,0.0084397793,0.1341306120,0.1595811844,0.2201420665,0.2250911146,0.0000000003,0.0028325492,-0.1138385981,0.0105600925,-0.0643313304,0.0581717603,-0.0037438930,0.0077284463,0.0582574084,0.0004507448
11:25:27:06.085,61,0.0000000000,0.0977736264,0.0120210638,0.0000000000,0.0000000000,0.1110999435,0.2036169320,0.0000000000,0.0974309295,0.1061837003,0.0000000000,0.0000000000,0.1112745851,0.2034314573,0.0596763045,0.0000000000,0.0278018117,0.1744560748,0.0406134725,0.1353610009,0.0328544751,0.0099665392,0.0000000000,0.2208373398,0.2441466004,0.0000000000,0.0000000000,0.0505692810,0.0521476232,0.1919286847,0.1903663576,0.0327754132,0.0188079812,0.0623875111,0.0579339042,0.0364111178,0.0366917662,0.5190980434,0.5137434602,0.2293414623,0.2319689691,0.1258016974,0.1260502189,0.0809690654,0.0000000000,0.0000000000,0.0084331129,0.1342759728,0.1598537117,0.2195384949,0.2245980799,0.0000000003,0.0042069540,-0.1132547334,0.0101616075,-0.0647489130,0.0596422963,-0.0038636397,0.0073301569,0.0597281195,0.0004383339
11:25:27:07.086,61,0.0000000000,0.1007405445,0.0103212027,0.0000000000,0.0000000000,0.1110297665,0.2055055052,0.0000000000,0.1003839970,0.1078668237,0.0000000000,0.0000000000,0.1112049073,0.2053249478,0.0598327368,0.0000000000,0.0274712089,0.1740729064,0.0407422408,0.1356734782,0.0328985900,0.0097362008,0.0000000000,0.2206206322,0.2446064502,0.0000000000,0.0000000000,0.0506201573,0.0521886498,0.1930641383,0.1911514848,0.0328448489,0.0187119264,0.0627857745,0.0583447404,0.0363278911,0.0366361178,0.5163099766,0.5113095641,0.2311041206,0.2357902676,0.1253683269,0.1256179959,0.0808844343,0.0000000000,0.0000000000,0.0084226914,0.1344719082,0.1603063196,0.2192235440,0.2244897932,0.0000000001,0.0052819215,-0.1125410721,0.0095884958,-0.0657680780,0.0614541247,-0.0040438762,0.0062929303,0.0615401231,0.0003877547
11:25:27:08.087,61,0.0000000000,0.1031206250,0.0096900538,0.0000000000,0.0000000000,0.1107851341,0.2061424255,0.0000000000,0.1027557254,0.1085329130,0.0000000000,0.0000000000,0.1109609157,0.2059622705,0.0597727261,0.0000000000,0.0271252450,0.1697672158,0.0407543592,0.1360000968,0.0329444855,0.0095258281,0.0000000000,0.2202811390,0.2448313832,0.0000000000,0.0000000000,0.0506100506,0.0521757677,0.1933409274,0.1913088560,0.0329194441,0.0186013076,0.0632262826,0.0588060059,0.0362530388,0.0365841053,0.5126892328,0.5082743168,0.2329474241,0.2383318692,0.1254284680,0.1256807745,0.0806603357,0.0000000000,0.0000000000,0.0084242057,0.1344706267,0.1605318338,0.2187820077,0.2242670506,0.0000000001,0.0053127082,-0.1108310521,0.0095479200,-0.0661682338,0.0629077405,-0.0041649295,0.0059075775,0.0629939064,0.0003726322
11:25:27:09.089,61,0.0000000000,0.1056535915,0.0087542748,0.0000000000,0.0000000000,0.1103327647,0.2060444057,0.0000000000,0.1052785739,0.1094771028,0.0000000000,0.0000000000,0.1105091870,0.2058613449,0.0593825281,0.0000000000,0.0266939551,0.1588459164,0.0406939276,0.1371888071,0.0329989754,0.0093052909,0.0000000000,0.2198389471,0.2450053096,0.0000000000,0.0000000000,0.0505316444,0.0521051474,0.1931984276,0.1910388768,0.0329596177,0.0184579231,0.0637458041,0.0593394376,0.0361659303,0.0365281813,0.4927400649,0.4878288805,0.2347353995,0.2404890209,0.1254591048,0.1257134825,0.0804389641,0.0000000000,0.0000000000,0.0084364973,0.1344848126,0.1608015299,0.2183194757,0.2240723968,0.0000000001,0.0054415981,-0.1099635363,0.0093422802,-0.0667373091,0.0644547194,-0.0043042772,0.0053365482,0.0645410344,0.0003449038
11:25:27:10.090,61,0.0000000000,0.1085843518,0.0090643503,0.0000000000,0.0000000000,0.1098833829,0.2045679390,0.0000000000,0.1082038507,0.1092054620,0.0000000000,0.0000000000,0.1100623310,0.2043723166,0.0582600310,0.0000000000,0.0261476897,0.1430848688,0.0405012518,0.1377311498,0.0329746380,0.0092548793,0.0000000000,0.2197006196,0.2452991456,0.0000000000,0.0000000000,0.0503670909,0.0519535094,0.1902030259,0.1869377196,0.0329515040,0.0182955768,0.0641496480,0.0597506426,0.0360379145,0.0364275351,0.4870193005,0.4819399416,0.2367461622,0.2418327928,0.1256379038,0.1258944720,0.0801319107,0.0000000000,0.0000000000,0.0084548583,0.1342714131,0.1607795954,0.2177907676,0.2237852216,0.0000000006,0.0044009574,-0.1090584472,0.0088255685,-0.0665639266,0.0662449002,-0.0044126934,0.0055249208,0.0663314238,0.0003670124
