Timecode,BlendshapeCount,EyeBlinkLeft,EyeLookDownLeft,EyeLookInLeft,EyeLookOutLeft,EyeLookUpLeft,EyeSquintLeft,EyeWideLeft,EyeBlinkRight,EyeLookDownRight,EyeLookInRight,EyeLookOutRight,EyeLookUpRight,EyeSquintRight,EyeWideRight,JawForward,JawRight,JawLeft,JawOpen,MouthClose,MouthFunnel,MouthPucker,MouthRight,MouthLeft,MouthSmileLeft,MouthSmileRight,MouthFrownLeft,MouthFrownRight,MouthDimpleLeft,MouthDimpleRight,MouthStretchLeft,MouthStretchRight,MouthRollLower,MouthRollUpper,MouthShrugLower,MouthShrugUpper,MouthPressLeft,MouthPressRight,MouthLowerDownLeft,MouthLowerDownRight,MouthUpperUpLeft,MouthUpperUpRight,BrowDownLeft,BrowDownRight,BrowInnerUp,BrowOuterUpLeft,BrowOuterUpRight,CheekPuff,CheekSquintLeft,CheekSquintRight,NoseSneerLeft,NoseSneerRight,TongueOut,HeadYaw,HeadPitch,HeadRoll,LeftEyeYaw,LeftEyePitch,LeftEyeRoll,RightEyeYaw,RightEyePitch,RightEyeRoll
11:25:34:59.840,61,0.0000000000,0.3677990139,0.0760058984,0.0000000000,0.0000000000,0.0289314911,0.8271900415,0.0000000000,0.3679090738,0.0435993820,0.0000000000,0.0000000000,0.0289357733,0.8273112178,0.1249743327,0.0000000000,0.0025540066,0.7641406655,0.1177257150,0.2230244130,0.1066054106,0.0106876111,0.0000000000,0.0000000000,0.0000000000,0.0812771767,0.0464209169,0.0548656285,0.0528732501,0.4473119080,0.4504097700,0.0347144529,0.0205677766,0.0577196293,0.0460904874,0.0170309320,0.0175577924,0.4098597765,0.4033847153,0.0874557421,0.0842900127,0.0000000000,0.0000000000,0.6409044862,0.5507947206,0.5510110855,0.0087655708,0.0583425052,0.0664863661,0.1076181009,0.0973036438,0.0000000080,0.0729540363,0.0563114211,-0.0006371199,-0.0259634070,0.2248199433,-0.0059367283,0.0452616252,0.2249099314,0.0103510767
11:25:35:00.840,61,0.0000000000,0.3686607480,0.0761630759,0.0000000000,0.0000000000,0.0287648942,0.8276082277,0.0000000000,0.3687737286,0.0434565023,0.0000000000,0.0000000000,0.0287690554,0.8277304769,0.1249757260,0.0000000000,0.0021212918,0.7642865181,0.1183701009,0.2240392715,0.1070684567,0.0107663460,0.0000000000,0.0000000000,0.0000000000,0.0815136656,0.0466240197,0.0550363325,0.0530187525,0.4478369653,0.4507017434,0.0348797254,0.0207691398,0.0577472150,0.0459953249,0.0169027448,0.0174260996,0.4094517529,0.4029784501,0.0870336443,0.0838671625,0.0000000000,0.0000000000,0.6405242085,0.5511917472,0.5514094830,0.0087666074,0.0583163314,0.0664682761,0.1076851040,0.0973923951,0.0000000072,0.0730216056,0.0576603636,-0.0002326338,-0.0258751940,0.2253478169,-0.0059309350,0.0453497507,0.2254378349,0.0103964005
11:25:35:01.842,61,0.0000000000,0.3690153062,0.0759411901,0.0000000000,0.0000000000,0.0286337789,0.8287397027,0.0000000000,0.3691250682,0.0436630584,0.0000000000,0.0000000000,0.0286378376,0.8288617134,0.1248470694,0.0000000000,0.0016008086,0.7647718191,0.1186221391,0.2240437567,0.1073938534,0.0109430524,0.0000000000,0.0000000000,0.0000000000,0.0817352459,0.0468723066,0.0551773347,0.0531286821,0.4486786425,0.4510869086,0.0350810625,0.0209470280,0.0578508861,0.0459695794,0.0167789422,0.0173010975,0.4096878469,0.4029594958,0.0866805390,0.0834886655,0.0000000000,0.0000000000,0.6404515505,0.5516848564,0.5519036055,0.0087620690,0.0582435876,0.0664044991,0.1076804921,0.0974014178,0.0000000047,0.0733865425,0.0576956570,0.0004074855,-0.0259968992,0.2255632132,-0.0059647183,0.0452153869,0.2256532460,0.0103758704
11:25:35:02.844,61,0.0000000000,0.3677501678,0.0751029775,0.0000000000,0.0000000000,0.0285049826,0.8314939141,0.0000000000,0.3678454459,0.0445516407,0.0000000000,0.0000000000,0.0285089538,0.8316184878,0.1245418638,0.0000000000,0.0010838354,0.7651430368,0.1187477112,0.2223718911,0.1076755598,0.0111521548,0.0000000000,0.0000000000,0.0000000000,0.0819483399,0.0471108295,0.0551723801,0.0530939177,0.4484703839,0.4488777220,0.0352404602,0.0211511124,0.0577341542,0.0457709692,0.0166317001,0.0171527918,0.4101372957,0.4031333327,0.0861089975,0.0828984976,0.0000000000,0.0000000000,0.6407341361,0.5521739721,0.5523976088,0.0087583922,0.0580559596,0.0662000477,0.1073372737,0.0970632806,0.0000000039,0.0733865425,0.0576956570,0.0004074855,-0.0265307073,0.2247844785,-0.0060654217,0.0447242521,0.2248745412,0.0102266092
11:25:35:03.846,61,0.0000000000,0.3643756807,0.0730384141,0.0000000000,0.0000000000,0.0284545645,0.8339712620,0.0000000000,0.3644365370,0.0466335639,0.0000000000,0.0000000000,0.0284584817,0.8340894580,0.1242684498,0.0000000000,0.0006532876,0.7656226158,0.1190795824,0.2222384363,0.1080732867,0.0114318570,0.0000000000,0.0000000000,0.0000000000,0.0824224949,0.0476802476,0.0551552698,0.0530378446,0.4483317733,0.4480514824,0.0354255028,0.0213620998,0.0577332117,0.0456726812,0.0164979696,0.0170187820,0.4101567566,0.4028744996,0.0856063515,0.0823476315,0.0000000000,0.0000000000,0.6385889649,0.5520983338,0.5523211360,0.0087650772,0.0579186007,0.0660677031,0.1070657149,0.0967805907,0.0000000022,0.0733227283,0.0561949052,0.0005412939,-0.0277836453,0.2227090150,-0.0062911483,0.0435152426,0.2227988988,0.0098553905
11:25:35:04.847,61,0.0000000000,0.3646202683,0.0728883594,0.0000000000,0.0000000000,0.0284226108,0.8381735086,0.0000000000,0.3646787107,0.0467986055,0.0000000000,0.0000000000,0.0284264684,0.8382849097,0.1241026372,0.0000000000,0.0002573691,0.7659553289,0.1190019548,0.2202682048,0.1082509011,0.0116812987,0.0000000000,0.0000000000,0.0000000000,0.0826295540,0.0479608178,0.0551363975,0.0529986247,0.4481424689,0.4474740922,0.0355355777,0.0215657149,0.0576218031,0.0455155633,0.0163786523,0.0169026721,0.4138370752,0.4046733081,0.0851252899,0.0818343982,0.0000000000,0.0000000000,0.6379860044,0.5520384312,0.5522624254,0.0087570325,0.0577461086,0.0658857748,0.1067124084,0.0964202061,0.0000000014,0.0723422542,0.0547982678,0.0018340506,-0.0278810356,0.2228576392,-0.0063175508,0.0434243828,0.2229475975,0.0098416097
11:25:35:05.849,61,0.0000000000,0.3642272353,0.0729371905,0.0000000000,0.0000000000,0.0283819716,0.8409762383,0.0000000000,0.3642863631,0.0467404611,0.0000000000,0.0000000000,0.0283857677,0.8410834074,0.1236617118,0.0002016581,0.0000000000,0.7679114342,0.1189469695,0.2192419320,0.1083996743,0.0118682310,0.0000000000,0.0000000000,0.0000000000,0.0825675204,0.0479182452,0.0551709160,0.0530205704,0.4479424357,0.4469940662,0.0356678329,0.0218484160,0.0574117526,0.0452605411,0.0162607450,0.0167884119,0.4159826040,0.4055890143,0.0845410749,0.0812406167,0.0000000000,0.0000000000,0.6375547647,0.5520948172,0.5523189902,0.0087514315,0.0575900972,0.0657377988,0.1063910574,0.0960967839,0.0000000009,0.0714810714,0.0516326241,0.0022972950,-0.0278479084,0.2226176411,-0.0063030217,0.0434558354,0.2227075547,0.0098377736
11:25:35:06.850,61,0.0000000000,0.3638401330,0.0721231773,0.0000000000,0.0000000000,0.0283758864,0.8452242613,0.0000000000,0.3638863266,0.0475441292,0.0000000000,0.0000000000,0.0283796284,0.8453263044,0.1232523471,0.0005887116,0.0000000000,0.7694539428,0.1190355793,0.2183903456,0.1085500121,0.0119372243,0.0000000000,0.0000000000,0.0000000000,0.0825992152,0.0479313470,0.0552679002,0.0531066172,0.4476906359,0.4465940297,0.0358262695,0.0222436413,0.0570646264,0.0448782183,0.0161444452,0.0166786537,0.4172054827,0.4063525200,0.0829758421,0.0798956454,0.0000000000,0.0000000000,0.6430622935,0.5563010573,0.5565450191,0.0087527148,0.0575115494,0.0656620264,0.1059636697,0.0957038775,0.0000000004,0.0714810714,0.0516326241,0.0022972950,-0.0283282958,0.2223762572,-0.0064045307,0.0429731496,0.2224661112,0.0097176721
11:25:35:07.852,61,0.0000000000,0.3635043800,0.0715948045,0.0000000000,0.0000000000,0.0283840001,0.8491649032,0.0000000000,0.3635421991,0.0480672680,0.0000000000,0.0000000000,0.0283876825,0.8492633700,0.1227645054,0.0010566227,0.0000000000,0.7744525075,0.1191348359,0.2178213447,0.1087458730,0.0119314538,0.0000000000,0.0000000000,0.0000000000,0.0829196796,0.0480826683,0.0554049276,0.0532385297,0.4477184117,0.4464610815,0.0360340476,0.0226651579,0.0567317717,0.0444877222,0.0160318892,0.0165729970,0.4177262783,0.4066032171,0.0812539905,0.0784539357,0.0000000000,0.0000000000,0.6555233598,0.5627492070,0.5630137920,0.0087607345,0.0574618131,0.0656212419,0.1055145711,0.0953063816,0.0000000003,0.0711701065,0.0503874123,0.0021746093,-0.0286413506,0.2221679389,-0.0064690174,0.0426603295,0.2222578377,0.0096376427
11:25:35:08.854,61,0.0000000000,0.3636256158,0.0715858266,0.0000000000,0.0000000000,0.0283985920,0.8527364135,0.0000000000,0.3636631072,0.0481062606,0.0000000000,0.0000000000,0.0284022037,0.8528331518,0.1221407279,0.0015176408,0.0000000000,0.7806914449,0.1192396879,0.2173458338,0.1088841707,0.0118886577,0.0000000000,0.0000000000,0.0000000000,0.0833655298,0.0483338870,0.0555656850,0.0533904769,0.4480774105,0.4467021525,0.0362563282,0.0231324304,0.0563506782,0.0440465920,0.0159120951,0.0164594594,0.4179910421,0.4066815674,0.0791235045,0.0767034367,0.0000000000,0.0000000000,0.6666120291,0.5729870796,0.5732590556,0.0087687168,0.0573901199,0.0655545294,0.1049890444,0.0948596895,0.0000000002,0.0715674907,0.0498841070,0.0012704739,-0.0286641046,0.2222419977,-0.0064763860,0.0426542722,0.2223319262,0.0096395956
11:25:35:09.856,61,0.0000000000,0.3633083105,0.0716163814,0.0000000000,0.0000000000,0.0284291878,0.8547775745,0.0000000000,0.3633460999,0.0480798148,0.0000000000,0.0000000000,0.0284327343,0.8548724651,0.1215484962,0.0018299232,0.0000000000,0.7841960788,0.1190295517,0.2150505185,0.1088431776,0.0118318787,0.0000000000,0.0000000000,0.0000000000,0.0836114734,0.0484561324,0.0557227395,0.0535491407,0.4483837485,0.4470531344,0.0364382192,0.0235721618,0.0559277795,0.0435905494,0.0158079639,0.0163587388,0.4197950661,0.4079479873,0.0779805854,0.0756906569,0.0000000000,0.0000000000,0.6706844568,0.5764132738,0.5766862035,0.0087717045,0.0573301837,0.0655119941,0.1046076044,0.0945420116,0.0000000002,0.0716421455,0.0500948057,0.0012783010,-0.0286496002,0.2220481783,-0.0064672744,0.0426743403,0.2221380621,0.0096354363
11:25:35:10.857,61,0.0000000000,0.3630449176,0.0722090080,0.0000000000,0.0000000000,0.0283883866,0.8558438420,0.0000000000,0.3630920649,0.0474694408,0.0000000000,0.0000000000,0.0283918753,0.8559382558,0.1210033000,0.0020555132,0.0000000000,0.7858660817,0.1187336519,0.2140723020,0.1088416651,0.0117886290,0.0000000000,0.0000000000,0.0000000000,0.0838359818,0.0485809483,0.0557897352,0.0536229685,0.4484697878,0.4472521245,0.0365600511,0.0238787290,0.0556023419,0.0432477482,0.0157153290,0.0162687283,0.4214623868,0.4096276462,0.0773732141,0.0751396641,0.0000000000,0.0000000000,0.6715357304,0.5777011514,0.5779719949,0.0087650334,0.0571931973,0.0653945431,0.1043194383,0.0943091959,0.0000000003,0.0728118941,0.0497237816,0.0013815392,-0.0282868892,0.2218905836,-0.0063807382,0.0430290140,0.2219804525,0.0097083393
11:25:35:11.859,61,0.0000000000,0.3625963926,0.0723464713,0.0000000000,0.0000000000,0.0283282064,0.8564607501,0.0000000000,0.3626453876,0.0473448485,0.0000000000,0.0000000000,0.0283316504,0.8565554619,0.1205660477,0.0023154262,0.0000000000,0.7867152095,0.1183820739,0.2132821530,0.1088094041,0.0117824571,0.0000000000,0.0000000000,0.0000000000,0.0838497058,0.0485297143,0.0558523424,0.0536983088,0.4484190047,0.4472914338,0.0366413072,0.0241569262,0.0552704968,0.0429110713,0.0156453084,0.0162013732,0.4235247672,0.4115496874,0.0769691095,0.0747445002,0.0000000000,0.0000000000,0.6691344976,0.5776717067,0.5779345036,0.0087593803,0.0570701733,0.0652833283,0.1040942371,0.0941162482,0.0000000003,0.0742893592,0.0499700978,0.0013892115,-0.0282143857,0.2216171622,-0.0063562812,0.0431135893,0.2217069864,0.0097150253
11:25:35:12.860,61,0.0000000000,0.3630864620,0.0737487897,0.0000000000,0.0000000000,0.0282222778,0.8564918637,0.0000000000,0.3631578088,0.0459304452,0.0000000000,0.0000000000,0.0282256696,0.8565878868,0.1199248359,0.0026757517,0.0000000000,0.7871582508,0.1179651022,0.2102525383,0.1086585000,0.0117727257,0.0000000000,0.0000000000,0.0000000000,0.0834552422,0.0480753221,0.0558740534,0.0537350699,0.4480375946,0.4469205737,0.0366797633,0.0243926849,0.0548655950,0.0425170362,0.0155654494,0.0161202829,0.4261531532,0.4131415784,0.0766034648,0.0743764117,0.0000000000,0.0000000000,0.6672360301,0.5776541233,0.5779131651,0.0087469015,0.0568761639,0.0650883541,0.1038326696,0.0938932002,0.0000000003,0.0752715319,0.0502176434,0.0014857488,-0.0273695681,0.2219249904,-0.0061748629,0.0439462811,0.2220148593,0.0099167405
11:25:35:13.862,61,0.0000000000,0.3636530042,0.0738250613,0.0000000000,0.0000000000,0.0281333718,0.8563075066,0.0000000000,0.3637258708,0.0458446741,0.0000000000,0.0000000000,0.0281367097,0.8564044833,0.1194884181,0.0028857647,0.0000000000,0.7874032855,0.1174308807,0.2081439048,0.1083919927,0.0116925929,0.0000000000,0.0000000000,0.0000000000,0.0829746053,0.0475784540,0.0559769720,0.0538503118,0.4479795992,0.4470041692,0.0367124304,0.0245944858,0.0545289144,0.0421985425,0.0155174145,0.0160741042,0.4297586679,0.4166777432,0.0764118955,0.0741773695,0.0000000000,0.0000000000,0.6660982966,0.5774987340,0.5777530074,0.0087315999,0.0567600988,0.0649740100,0.1037243679,0.0938176140,0.0000000004,0.0762887895,0.0507714711,0.0010266876,-0.0273163226,0.2222718000,-0.0061728079,0.0439882949,0.2223616987,0.0099422410
11:25:35:14.863,61,0.0000000000,0.3643307984,0.0745762140,0.0000000000,0.0000000000,0.0280141886,0.8559799194,0.0000000000,0.3644158542,0.0450879671,0.0000000000,0.0000000000,0.0280174743,0.8560781479,0.1191231683,0.0031805858,0.0000000000,0.7874966264,0.1169270128,0.2071260214,0.1082218140,0.0116067883,0.0000000000,0.0000000000,0.0000000000,0.0827247724,0.0472164825,0.0560547337,0.0539507605,0.4478862882,0.4469775259,0.0367418230,0.0247563813,0.0542545617,0.0419407263,0.0154794315,0.0160383899,0.4314085543,0.4182782471,0.0763298050,0.0740834698,0.0000000000,0.0000000000,0.6648033261,0.5772308707,0.5774811506,0.0087208766,0.0566185303,0.0648332536,0.1036766171,0.0937979892,0.0000000003,0.0766453817,0.0518408157,0.0008152391,-0.0268628821,0.2226906717,-0.0060821958,0.0444316901,0.2227806151,0.0100619448
11:25:35:15.865,61,0.0000000000,0.3638635278,0.0751494542,0.0000000000,0.0000000000,0.0279307012,0.8558682799,0.0000000000,0.3639572561,0.0445325784,0.0000000000,0.0000000000,0.0279339626,0.8559667468,0.1188539416,0.0034759121,0.0000000000,0.7874073386,0.1164950579,0.2064511925,0.1081023291,0.0115713589,0.0000000000,0.0000000000,0.0000000000,0.0828280151,0.0471073240,0.0560644977,0.0539714098,0.4476435184,0.4466813505,0.0367711000,0.0249174424,0.0539887995,0.0416927785,0.0154362526,0.0160031300,0.4325333834,0.4193491936,0.0762171298,0.0739664361,0.0000000000,0.0000000000,0.6614798903,0.5763721466,0.5766034722,0.0087182363,0.0564613715,0.0647025108,0.1036015376,0.0937443525,0.0000000004,0.0766666532,0.0525152013,0.0004075229,-0.0265336763,0.2224084437,-0.0059998063,0.0447761044,0.2224983424,0.0101266019
11:25:35:16.867,61,0.0000000000,0.3636969030,0.0754072666,0.0000000000,0.0000000000,0.0278265662,0.8556520939,0.0000000000,0.3637945652,0.0442805104,0.0000000000,0.0000000000,0.0278298091,0.8557513952,0.1185690463,0.0036844267,0.0000000000,0.7872364521,0.1158737913,0.2041271776,0.1078120694,0.0115836971,0.0000000000,0.0000000000,0.0000000000,0.0824301392,0.0467200801,0.0560927466,0.0540165529,0.4472871721,0.4463772774,0.0367500782,0.0250643361,0.0536642484,0.0414106399,0.0154037578,0.0159739666,0.4377249181,0.4241544902,0.0761538446,0.0738793164,0.0000000000,0.0000000000,0.6591807008,0.5758019686,0.5760261416,0.0087078903,0.0562676713,0.0645171031,0.1035388336,0.0936909840,0.0000000004,0.0770652816,0.0523177125,0.0001691839,-0.0263840798,0.2223081589,-0.0059632077,0.0449307375,0.2223979980,0.0101568121
11:25:35:17.867,61,0.0000000000,0.3632201254,0.0760580599,0.0000000000,0.0000000000,0.0277624428,0.8554047942,0.0000000000,0.3633275330,0.0436537191,0.0000000000,0.0000000000,0.0277656689,0.8555046320,0.1183124855,0.0038101661,0.0000000000,0.7870132923,0.1154696792,0.2033899873,0.1077100784,0.0115474621,0.0000000000,0.0000000000,0.0000000000,0.0823211968,0.0465420447,0.0560681075,0.0540054999,0.4467611015,0.4459184408,0.0367380977,0.0251742695,0.0534459352,0.0412230976,0.0153697096,0.0159421079,0.4392515421,0.4256365895,0.0761547759,0.0738717020,0.0000000000,0.0000000000,0.6544106603,0.5740818977,0.5742896199,0.0087000579,0.0561285168,0.0644024685,0.1035093069,0.0936727822,0.0000000003,0.0774247274,0.0522464924,0.0005706220,-0.0260122977,0.2220205367,-0.0058713374,0.0453214720,0.2221104354,0.0102313794
11:25:35:18.870,61,0.0000000000,0.3623916805,0.0756769627,0.0000000000,0.0000000000,0.0277030859,0.8548803329,0.0000000000,0.3624926209,0.0440381244,0.0000000000,0.0000000000,0.0277063139,0.8549805880,0.1180768088,0.0039313822,0.0000000000,0.7866376638,0.1150897071,0.2028292716,0.1075938120,0.0115483403,0.0000000000,0.0000000000,0.0000000000,0.0820269436,0.0462422222,0.0560419410,0.0539863594,0.4462926090,0.4454934895,0.0367119834,0.0252510961,0.0532424450,0.0410444364,0.0153405378,0.0159116555,0.4401258230,0.4264824092,0.0761817470,0.0738728195,0.0000000000,0.0000000000,0.6512601376,0.5727504492,0.5729445219,0.0086912289,0.0560071170,0.0642960519,0.1034630984,0.0936391950,0.0000000004,0.0776443183,0.0521255098,0.0003542783,-0.0262443721,0.2215117067,-0.0059096757,0.0450995378,0.2216015607,0.0101572080
11:25:35:19.871,61,0.0000000000,0.3624129891,0.0756476894,0.0000000000,0.0000000000,0.0276046861,0.8537725806,0.0000000000,0.3625135124,0.0440713204,0.0000000000,0.0000000000,0.0276079122,0.8538751602,0.1179706752,0.0040662270,0.0000000000,0.7856109142,0.1146691814,0.2024013102,0.1074431092,0.0114074396,0.0000000000,0.0000000000,0.0000000000,0.0818015859,0.0458352752,0.0559877977,0.0539577156,0.4456530213,0.4449276626,0.0366732106,0.0252554175,0.0530967861,0.0409382135,0.0153257437,0.0158981103,0.4408751130,0.4273434281,0.0764027387,0.0740948096,0.0000000000,0.0000000000,0.6479619145,0.5711292624,0.5713074803,0.0086793583,0.0558538698,0.0641776025,0.1034535617,0.0936554521,0.0000000004,0.0776443183,0.0521255098,0.0003542783,-0.0262640789,0.2215245813,-0.0059144674,0.0450819619,0.2216144502,0.0101538626
11:25:35:20.873,61,0.0000000000,0.3620866835,0.0749069080,0.0000000000,0.0000000000,0.0274742749,0.8500586748,0.0000000000,0.3621754050,0.0448065288,0.0000000000,0.0000000000,0.0274774972,0.8501659632,0.1177632660,0.0042998092,0.0000000000,0.7849056125,0.1142073050,0.2021915317,0.1072562858,0.0112595577,0.0000000000,0.0000000000,0.0000000000,0.0815623552,0.0453820489,0.0559285022,0.0539267361,0.4453087151,0.4445967078,0.0366221257,0.0251835324,0.0530381501,0.0409028269,0.0153155616,0.0158864446,0.4413345158,0.4278806150,0.0767510161,0.0744332299,0.0000000000,0.0000000000,0.6459905505,0.5704074502,0.5705773234,0.0086640026,0.0556628034,0.0640293360,0.1034985706,0.0937245861,0.0000000005,0.0769559294,0.0521354526,-0.0001890459,-0.0267034583,0.2213205844,-0.0060076639,0.0446425192,0.2214104533,0.0100453962
11:25:35:21.874,61,0.0000000000,0.3621295393,0.0745534673,0.0000000000,0.0000000000,0.0273462702,0.8484704494,0.0000000000,0.3622128367,0.0451467484,0.0000000000,0.0000000000,0.0273494851,0.8485792875,0.1175798699,0.0044201114,0.0000000000,0.7842363119,0.1137006134,0.2016602010,0.1070316136,0.0111770406,0.0000000000,0.0000000000,0.0000000000,0.0803388432,0.0443386398,0.0558688603,0.0538957492,0.4442362189,0.4439778626,0.0365327075,0.0251347125,0.0528789274,0.0407940932,0.0153080290,0.0158769246,0.4425317645,0.4291858673,0.0770750791,0.0747269243,0.0000000000,0.0000000000,0.6444951892,0.5696499944,0.5698155165,0.0086402502,0.0555198751,0.0639092624,0.1035569906,0.0937895924,0.0000000006,0.0746924430,0.0525872670,-0.0016059114,-0.0269060768,0.2213446945,-0.0060539185,0.0444316231,0.2214345336,0.0099990973
11:25:35:22.876,61,0.0000000000,0.3611053824,0.0726250485,0.0000000000,0.0000000000,0.0273653474,0.8476060629,0.0000000000,0.3611580133,0.0470743962,0.0000000000,0.0000000000,0.0273685735,0.8477143645,0.1173379719,0.0044743647,0.0000000000,0.7837449908,0.1135015711,0.2013950646,0.1068977341,0.0110483812,0.0000000000,0.0000000000,0.0000000000,0.0797557756,0.0437003262,0.0558214486,0.0538659096,0.4434629977,0.4433676898,0.0364572369,0.0251797121,0.0526862964,0.0406350084,0.0152846836,0.0158537850,0.4427678287,0.4295180738,0.0770995468,0.0747530237,0.0000000000,0.0000000000,0.6412813663,0.5680302978,0.5681794286,0.0086316988,0.0554792099,0.0639344752,0.1035743430,0.0938294604,0.0000000005,0.0746924430,0.0525872670,-0.0016059114,-0.0280589387,0.2207071781,-0.0062944531,0.0432884656,0.2207970172,0.0097130351
11:25:35:23.878,61,0.0000000000,0.3593961895,0.0712028295,0.0000000000,0.0000000000,0.0273995418,0.8469265103,0.0000000000,0.3594259024,0.0485030897,0.0000000000,0.0000000000,0.0274028163,0.8470335603,0.1170157865,0.0046905982,0.0000000000,0.7833686471,0.1131728441,0.2014209628,0.1068082675,0.0110056214,0.0000000000,0.0000000000,0.0000000000,0.0794483572,0.0432217494,0.0556986555,0.0537693426,0.4429745376,0.4428471029,0.0363695882,0.0251604952,0.0526088364,0.0405866466,0.0152704762,0.0158406906,0.4430200160,0.4297559857,0.0773321316,0.0749721453,0.0000000000,0.0000000000,0.6279150844,0.5623155236,0.5624262094,0.0086233895,0.0553621501,0.0639014840,0.1036281288,0.0939037800,0.0000000004,0.0736665577,0.0520976633,-0.0008850362,-0.0289173592,0.2196541429,-0.0064549930,0.0424506888,0.2197438329,0.0094782514
11:25:35:24.879,61,0.0000000000,0.3583983779,0.0701365992,0.0000000000,0.0000000000,0.0274045747,0.8461667299,0.0000000000,0.3584112227,0.0495572835,0.0000000000,0.0000000000,0.0274079256,0.8462717533,0.1166088358,0.0048779934,0.0000000000,0.7830771208,0.1127069443,0.2013489753,0.1066563949,0.0110035585,0.0000000000,0.0000000000,0.0000000000,0.0790333524,0.0426865816,0.0555394515,0.0536419824,0.4424580932,0.4423381984,0.0362344161,0.0250885319,0.0525505953,0.0405753851,0.0152583020,0.0158299189,0.4435733855,0.4302810431,0.0777410418,0.0753544122,0.0000000000,0.0000000000,0.6165330410,0.5564064384,0.5564806461,0.0086065549,0.0551999100,0.0638423041,0.1037967429,0.0940831974,0.0000000003,0.0723808631,0.0517834611,0.0000559915,-0.0295499358,0.2190381438,-0.0065770498,0.0418207124,0.2191278636,0.0093106497
11:25:35:25.881,61,0.0000000000,0.3578892946,0.0685707629,0.0000000000,0.0000000000,0.0273946878,0.8454979658,0.0000000000,0.3578777313,0.0511214919,0.0000000000,0.0000000000,0.0273980796,0.8456010222,0.1160902828,0.0049654786,0.0000000000,0.7826040387,0.1123391613,0.2014120817,0.1066582650,0.0110898083,0.0000000000,0.0000000000,0.0000000000,0.0784483552,0.0421724208,0.0552922115,0.0534242392,0.4389621615,0.4398449659,0.0360647477,0.0249622967,0.0525897592,0.0406577587,0.0152417803,0.0158116724,0.4438968301,0.4305956662,0.0783680007,0.0758989975,0.0000000000,0.0000000000,0.5843459368,0.5391861200,0.5392367840,0.0085838651,0.0550218709,0.0637440458,0.1039962992,0.0942557529,0.0000000003,0.0714743212,0.0511316583,0.0014285598,-0.0304848384,0.2187183350,-0.0067748358,0.0408899002,0.2188079953,0.0090898275
11:25:35:26.882,61,0.0000000000,0.3576047122,0.0661697388,0.0000000000,0.0000000000,0.0273883864,0.8451396823,0.0000000000,0.3575555384,0.0535648502,0.0000000000,0.0000000000,0.0273918174,0.8452402353,0.1152795851,0.0050358856,0.0000000000,0.7821689844,0.1122053489,0.2015363872,0.1067990288,0.0111706834,0.0000000000,0.0000000000,0.0000000000,0.0769879371,0.0412247032,0.0550178364,0.0531874150,0.4346174300,0.4364161789,0.0358855054,0.0248403940,0.0527447574,0.0408232883,0.0152166169,0.0157838427,0.4437705278,0.4305388927,0.0789894089,0.0764612854,0.0000000000,0.0000000000,0.5462815166,0.5160118937,0.5160408616,0.0085587865,0.0548500493,0.0636792183,0.1042480692,0.0944593549,0.0000000002,0.0705911517,0.0503785051,0.0018367794,-0.0319432355,0.2185315788,-0.0070925681,0.0394596830,0.2186212242,0.0087643443
11:25:35:27.885,61,0.0000000000,0.3577347994,0.0645870641,0.0000000000,0.0000000000,0.0273889843,0.8448882699,0.0000000000,0.3576607704,0.0551949367,0.0000000000,0.0000000000,0.0273924805,0.8449866176,0.1147596464,0.0051106159,0.0000000000,0.7795270085,0.1121591032,0.2017973512,0.1071012542,0.0112612275,0.0000000000,0.0000000000,0.0000000000,0.0754999965,0.0397110060,0.0546922050,0.0529097803,0.4275010526,0.4292840362,0.0356691740,0.0246754866,0.0529740341,0.0410825200,0.0152106211,0.0157786347,0.4437112808,0.4305957854,0.0807893500,0.0778654292,0.0000000000,0.0000000000,0.5242136121,0.4939330518,0.4939706922,0.0085307015,0.0547157973,0.0636518002,0.1045797244,0.0947308540,0.0000000003,0.0697057322,0.0501882099,0.0018370281,-0.0329148471,0.2186028808,-0.0073106783,0.0385152139,0.2186925858,0.0085575655
11:25:35:28.886,61,0.0000000000,0.3565933704,0.0626312420,0.0000000000,0.0000000000,0.0273535158,0.8368243575,0.0000000000,0.3564888537,0.0571689941,0.0000000000,0.0000000000,0.0273571257,0.8369096518,0.1143068150,0.0052341293,0.0000000000,0.7770469189,0.1121722013,0.2028625906,0.1074005589,0.0112834964,0.0000000000,0.0000000000,0.0000000000,0.0745747089,0.0385538563,0.0543902107,0.0526513681,0.4250380993,0.4268032312,0.0354469568,0.0244351104,0.0532985218,0.0414272472,0.0152268335,0.0157908164,0.4435843527,0.4305857122,0.0848001540,0.0815544352,0.0000000000,0.0000000000,0.5121830702,0.4851341844,0.4851639271,0.0085142087,0.0546072796,0.0636949763,0.1051809266,0.0952926427,0.0000000002,0.0679926872,0.0515170433,0.0012059669,-0.0340974405,0.2178953588,-0.0075479294,0.0373547114,0.2179850191,0.0082721282
